Date,Close,gain
07-07-2010,2133.4,-0.000843012
08-07-2010,2137.2,0.001781194
09-07-2010,2110.05,-0.012703537
12-07-2010,2085.6,-0.011587403
13-07-2010,2047.3,-0.01836402
14-07-2010,2088.4,0.020075221
15-07-2010,2074.15,-0.006823405
16-07-2010,2068.9,-0.002531157
19-07-2010,2047.9,-0.010150321
20-07-2010,2026.9,-0.010254407
21-07-2010,2030.95,0.001998125
22-07-2010,2029.9,-0.000516999
23-07-2010,2076.75,0.023079955
26-07-2010,2065.05,-0.005633803
27-07-2010,2060,-0.002445461
28-07-2010,2064.55,0.002208738
29-07-2010,2023.3,-0.019980141
30-07-2010,2010.8,-0.006178026
02-08-2010,2014.85,0.002014124
03-08-2010,2003,-0.005881331
04-08-2010,1998.15,-0.002421368
05-08-2010,2012.15,0.007006481
06-08-2010,2018.05,0.002932187
09-08-2010,1995.35,-0.011248482
10-08-2010,1990.35,-0.002505826
11-08-2010,1958.25,-0.016127817
12-08-2010,1950.4,-0.004008681
13-08-2010,1961.8,0.005844955
16-08-2010,1945.05,-0.008538077
17-08-2010,1961.55,0.008483072
18-08-2010,1943.7,-0.009099946
19-08-2010,1976,0.016617791
20-08-2010,2017.05,0.020774291
23-08-2010,1971.8,-0.022433752
24-08-2010,1945.65,-0.013261994
25-08-2010,1889.8,-0.02870506
26-08-2010,1873.45,-0.008651709
27-08-2010,1872.85,-0.000320265
30-08-2010,1894,0.011292949
31-08-2010,1860.7,-0.017581837
01-09-2010,1880.25,0.010506799
02-09-2010,1906.7,0.014067278
03-09-2010,1916.4,0.005087324
06-09-2010,1916.85,0.000234815
07-09-2010,1916.8,-2.61E-05
08-09-2010,1918.35,0.000808639
09-09-2010,1916.8,-0.000807986
13-09-2010,1953.85,0.01932909
14-09-2010,1938.5,-0.007856284
15-09-2010,1928.35,-0.005236007
16-09-2010,1916.8,-0.005989577
17-09-2010,1956.3,0.020607262
20-09-2010,2026.9,0.036088534
21-09-2010,2070.25,0.02138734
22-09-2010,2087.3,0.00823572
23-09-2010,2084.8,-0.00119772
24-09-2010,2112.75,0.013406562
27-09-2010,2157.1,0.020991599
28-09-2010,2158.65,0.000718557
29-09-2010,2240.95,0.03812568
30-09-2010,2209.95,-0.013833419
01-10-2010,2251.05,0.018597706
04-10-2010,2301.8,0.022545035
05-10-2010,2285.15,-0.007233469
06-10-2010,2290.5,0.002341203
07-10-2010,2275.05,-0.006745252
08-10-2010,2293.4,0.008065757
11-10-2010,2286.15,-0.003161245
12-10-2010,2288.85,0.001181025
13-10-2010,2295.05,0.002708784
14-10-2010,2305.1,0.00437899
15-10-2010,2300.75,-0.00188712
18-10-2010,2351.2,0.021927632
19-10-2010,2353,0.000765567
20-10-2010,2361.1,0.003442414
21-10-2010,2352.7,-0.003557664
22-10-2010,2348,-0.001997705
25-10-2010,2352.35,0.001852641
26-10-2010,2308.8,-0.018513401
27-10-2010,2261.9,-0.020313583
28-10-2010,2258.9,-0.001326319
29-10-2010,2222.45,-0.016136172
01-11-2010,2199.05,-0.010528921
02-11-2010,2240.85,0.019008208
03-11-2010,2220.1,-0.009259879
04-11-2010,2224.6,0.002026936
05-11-2010,2276.1,0.023150229
08-11-2010,2293.5,0.007644655
09-11-2010,2302.1,0.003749727
10-11-2010,2255.75,-0.020133791
11-11-2010,2254.5,-0.000554139
12-11-2010,2228.3,-0.011621202
15-11-2010,2233.05,0.00213167
16-11-2010,2270.35,0.016703612
18-11-2010,2277.2,0.003017156
19-11-2010,2227.7,-0.021737221
22-11-2010,2261.85,0.015329712
23-11-2010,2240.4,-0.009483387
24-11-2010,2208.5,-0.014238529
25-11-2010,2098.05,-0.05001132
26-11-2010,2107.25,0.004385024
29-11-2010,2118.15,0.005172618
30-11-2010,2130.6,0.005877771
01-12-2010,2170.25,0.018609781
02-12-2010,2163.8,-0.002972008
03-12-2010,2131.25,-0.01504298
06-12-2010,2131.35,4.69E-05
07-12-2010,2150.9,0.00917259
08-12-2010,2146.25,-0.002161886
09-12-2010,2130.55,-0.007315084
10-12-2010,2135.85,0.002487621
13-12-2010,2156.2,0.009527823
14-12-2010,2196.4,0.018643911
15-12-2010,2193,-0.001547988
16-12-2010,2195.05,0.000934793
20-12-2010,2201.85,0.003097879
21-12-2010,2200.25,-0.000726662
22-12-2010,2201.4,0.000522668
23-12-2010,2205.3,0.0017716
24-12-2010,2212.1,0.003083481
27-12-2010,2226.9,0.006690475
28-12-2010,2238.75,0.005321299
29-12-2010,2281.3,0.019006142
30-12-2010,2324.9,0.01911191
31-12-2010,2337.5,0.005419588
03-01-2011,2342.6,0.002181818
04-01-2011,2347.8,0.002219756
05-01-2011,2381.75,0.014460346
06-01-2011,2400.2,0.007746405
07-01-2011,2376.75,-0.009770019
10-01-2011,2390.1,0.005616914
11-01-2011,2383.6,-0.002719551
12-01-2011,2391.7,0.003398221
13-01-2011,2343.35,-0.020215746
14-01-2011,2331.35,-0.005120874
17-01-2011,2314.95,-0.007034551
18-01-2011,2313.7,-0.000539968
19-01-2011,2301.95,-0.005078446
20-01-2011,2257.1,-0.019483481
21-01-2011,2280.6,0.01041159
24-01-2011,2241.4,-0.017188459
25-01-2011,2269.6,0.012581422
27-01-2011,2234.75,-0.015355129
28-01-2011,2278.55,0.019599508
31-01-2011,2284.65,0.002677141
01-02-2011,2265,-0.00860088
02-02-2011,2257.35,-0.003377483
03-02-2011,2242.2,-0.006711409
04-02-2011,2230.35,-0.005284988
07-02-2011,2233.5,0.001412334
08-02-2011,2241.75,0.003693754
09-02-2011,2197.8,-0.019605219
10-02-2011,2210.55,0.005801256
11-02-2011,2213.9,0.00151546
14-02-2011,2201.1,-0.005781652
15-02-2011,2222.3,0.009631548
16-02-2011,2218.5,-0.00170994
17-02-2011,2230.95,0.0056119
18-02-2011,2221.7,-0.004146216
21-02-2011,2233.35,0.005243732
22-02-2011,2235.9,0.001141783
23-02-2011,2221.65,-0.006373273
24-02-2011,2218.9,-0.001237819
25-02-2011,2221.35,0.001104151
28-02-2011,2208.55,-0.005762262
01-03-2011,2198.05,-0.004754251
03-03-2011,2178,-0.009121722
04-03-2011,2166.55,-0.005257117
07-03-2011,2149.6,-0.007823498
08-03-2011,2162.1,0.005815035
09-03-2011,2182.75,0.0095509
10-03-2011,2187.75,0.002290688
11-03-2011,2171.95,-0.007222032
14-03-2011,2122.4,-0.022813601
15-03-2011,2085.4,-0.017433095
16-03-2011,2045.25,-0.019252901
17-03-2011,2099.3,0.026427087
18-03-2011,2039.8,-0.028342781
21-03-2011,2043.5,0.001813903
22-03-2011,2039.75,-0.001835087
23-03-2011,2024.75,-0.007353842
24-03-2011,2096.2,0.035288307
25-03-2011,2097.45,0.000596317
28-03-2011,2097.35,-4.77E-05
29-03-2011,2080.45,-0.008057787
30-03-2011,2095.45,0.007209979
31-03-2011,2062.95,-0.015509795
01-04-2011,2090.9,0.013548559
04-04-2011,2121.55,0.014658759
05-04-2011,2112.55,-0.004242181
06-04-2011,2129.9,0.008212823
07-04-2011,2148.85,0.008897131
08-04-2011,2177.9,0.013518859
11-04-2011,2147.75,-0.013843611
13-04-2011,2134.55,-0.006145967
15-04-2011,2104.9,-0.013890516
18-04-2011,2120.4,0.00736377
19-04-2011,2119,-0.000660253
20-04-2011,2114.15,-0.002288815
21-04-2011,2111.55,-0.001229809
25-04-2011,2109,-0.001207644
26-04-2011,2115,0.00284495
27-04-2011,2193.9,0.037304965
28-04-2011,2227.9,0.015497516
29-04-2011,2257.65,0.013353382
02-05-2011,2273,0.006799105
03-05-2011,2292.5,0.008578971
04-05-2011,2336,0.018974918
05-05-2011,2255.65,-0.034396404
06-05-2011,2294.35,0.017156917
09-05-2011,2293.4,-0.000414061
10-05-2011,2303.9,0.004578355
11-05-2011,2334.2,0.013151612
12-05-2011,2340.45,0.002677577
13-05-2011,2339.5,-0.000405905
16-05-2011,2372.2,0.013977346
17-05-2011,2359.9,-0.00518506
18-05-2011,2335.4,-0.010381796
19-05-2011,2320.15,-0.006529931
20-05-2011,2333.6,0.005797039
23-05-2011,2333.55,-2.14E-05
24-05-2011,2341.35,0.003342547
25-05-2011,2339.3,-0.000875563
26-05-2011,2328.65,-0.004552644
27-05-2011,2336.8,0.003499882
30-05-2011,2312.2,-0.010527217
31-05-2011,2321.5,0.004022143
01-06-2011,2360.65,0.016864096
02-06-2011,2366.7,0.002562853
03-06-2011,2394.55,0.01176744
06-06-2011,2369,-0.010670063
07-06-2011,2359.3,-0.004094555
08-06-2011,2360.05,0.000317891
09-06-2011,2364.7,0.001970297
10-06-2011,2402.3,0.015900537
13-06-2011,2433.2,0.012862673
14-06-2011,2434.45,0.000513727
15-06-2011,2445.2,0.004415782
16-06-2011,2459.9,0.006011778
17-06-2011,2350.85,-0.04433107
20-06-2011,2327.6,-0.00989004
21-06-2011,2320.75,-0.002942946
22-06-2011,2317.45,-0.001421954
23-06-2011,2316.85,-0.000258905
24-06-2011,2338.5,0.009344584
27-06-2011,2326.55,-0.005110113
28-06-2011,2331.95,0.002321033
29-06-2011,2357.4,0.010913613
30-06-2011,2350.15,-0.003075422
01-07-2011,2346.1,-0.001723294
04-07-2011,2356.1,0.004262393
05-07-2011,2335.55,-0.008722041
06-07-2011,2331.7,-0.001648434
07-07-2011,2353.15,0.009199297
08-07-2011,2318.15,-0.01487368
11-07-2011,2329.4,0.004853008
12-07-2011,2330.35,0.00040783
13-07-2011,2325.85,-0.00193104
14-07-2011,2326.3,0.000193478
15-07-2011,2345.15,0.008102996
18-07-2011,2301.25,-0.018719485
19-07-2011,2311.2,0.004323737
20-07-2011,2297.15,-0.006079093
21-07-2011,2320.45,0.010143003
22-07-2011,2316.05,-0.001896184
25-07-2011,2345.4,0.012672438
26-07-2011,2315.5,-0.012748358
27-07-2011,2302.6,-0.005571151
28-07-2011,2381.1,0.034091896
29-07-2011,2344.9,-0.015203057
01-08-2011,2307.35,-0.016013476
02-08-2011,2292.25,-0.006544304
03-08-2011,2275.6,-0.007263606
04-08-2011,2280.95,0.002351028
05-08-2011,2200.9,-0.035095026
08-08-2011,2136.55,-0.029238039
09-08-2011,2112.15,-0.01142028
10-08-2011,2118.45,0.002982743
11-08-2011,2158.45,0.01888173
12-08-2011,2139.65,-0.008709954
16-08-2011,2135.45,-0.001962938
17-08-2011,2147.9,0.005830153
18-08-2011,2151.95,0.001885563
19-08-2011,2146.45,-0.002555821
22-08-2011,2158.2,0.005474155
23-08-2011,2166.35,0.003776295
24-08-2011,2149.65,-0.007708819
25-08-2011,2104.7,-0.020910381
26-08-2011,2125.25,0.009763862
29-08-2011,2108.4,-0.007928479
30-08-2011,2119.6,0.005312085
02-09-2011,2130.6,0.005189658
05-09-2011,2129.9,-0.000328546
06-09-2011,2130.75,0.00039908
07-09-2011,2123.35,-0.003472956
08-09-2011,2117.15,-0.002919914
09-09-2011,2094.35,-0.010769194
12-09-2011,2076.95,-0.008308067
13-09-2011,2059.7,-0.008305448
14-09-2011,2043.85,-0.007695295
15-09-2011,2059.55,0.007681581
16-09-2011,2052.75,-0.003301692
19-09-2011,2067.6,0.007234198
20-09-2011,2058.5,-0.004401238
21-09-2011,2069.75,0.005465145
22-09-2011,2051.35,-0.008889963
23-09-2011,2004.65,-0.022765496
26-09-2011,2022.8,0.00905395
27-09-2011,2064.8,0.020763298
28-09-2011,2093.95,0.01411759
29-09-2011,2085.8,-0.003892166
30-09-2011,2091,0.002493048
03-10-2011,2098.95,0.003802009
04-10-2011,2100.4,0.000690822
05-10-2011,2091.7,-0.004142068
07-10-2011,2098.85,0.003418272
10-10-2011,2083.25,-0.007432642
11-10-2011,2059.55,-0.011376455
12-10-2011,2047.05,-0.006069287
13-10-2011,2058.25,0.005471288
14-10-2011,2061.95,0.001797644
17-10-2011,2075.05,0.006353209
18-10-2011,2071.25,-0.001831281
19-10-2011,2093.35,0.010669885
20-10-2011,2091.4,-0.000931521
21-10-2011,2106.05,0.007004877
24-10-2011,2087.2,-0.008950405
25-10-2011,2097.45,0.004910885
26-10-2011,2102.9,0.002598393
28-10-2011,2120.65,0.008440725
31-10-2011,2057.6,-0.02973145
01-11-2011,2103.5,0.022307543
02-11-2011,2102.55,-0.000451628
03-11-2011,2085.95,-0.007895175
04-11-2011,2113.5,0.013207411
08-11-2011,2045.25,-0.032292406
09-11-2011,2007.75,-0.018335167
11-11-2011,2027.65,0.009911593
14-11-2011,2029.7,0.001011023
15-11-2011,2003.55,-0.012883677
16-11-2011,1983.2,-0.010156971
17-11-2011,1993.45,0.005168415
18-11-2011,1998.75,0.002658707
21-11-2011,1968.65,-0.015059412
22-11-2011,1950.75,-0.009092525
23-11-2011,1902.5,-0.024734077
24-11-2011,1949.8,0.024862024
25-11-2011,1967.2,0.008923992
28-11-2011,1953.7,-0.006862546
29-11-2011,1943.55,-0.005195271
30-11-2011,1917.1,-0.013609117
01-12-2011,1900.15,-0.008841479
02-12-2011,1925.7,0.013446307
05-12-2011,1913.15,-0.006517111
07-12-2011,1909.85,-0.001724904
08-12-2011,1899.3,-0.005523994
09-12-2011,1863.15,-0.019033328
12-12-2011,1864.15,0.000536725
13-12-2011,1869.6,0.002923584
14-12-2011,1860,-0.005134788
15-12-2011,1875,0.008064516
16-12-2011,1840.15,-0.018586667
19-12-2011,1847.8,0.00415727
20-12-2011,1849.5,0.000920013
21-12-2011,1868.55,0.010300081
22-12-2011,1920.85,0.027989618
23-12-2011,1913.35,-0.003904521
26-12-2011,1919.55,0.00324039
27-12-2011,1926.05,0.00338621
28-12-2011,1927.8,0.000908595
29-12-2011,1938.5,0.005550368
30-12-2011,1945.15,0.003430487
02-01-2012,1981.85,0.01886744
03-01-2012,1986.35,0.002270606
04-01-2012,1985.55,-0.000402749
05-01-2012,1965.05,-0.010324595
06-01-2012,1951.25,-0.007022722
07-01-2012,1957.55,0.0032287
09-01-2012,1959.5,0.000996143
10-01-2012,1969.05,0.004873692
11-01-2012,1965.55,-0.001777507
12-01-2012,1959.7,-0.002976266
13-01-2012,1963.25,0.001811502
16-01-2012,1983.65,0.010390933
17-01-2012,1983.35,-0.000151236
18-01-2012,1979.9,-0.001739481
19-01-2012,1965.8,-0.007121572
20-01-2012,1962.75,-0.001551531
23-01-2012,1958.9,-0.001961534
24-01-2012,1944.85,-0.007172393
25-01-2012,1936.35,-0.004370517
27-01-2012,1946.35,0.005164356
30-01-2012,1934.45,-0.006114008
31-01-2012,1940.05,0.00289488
01-02-2012,1939.7,-0.000180408
02-02-2012,1960.5,0.010723308
03-02-2012,1959.95,-0.000280541
06-02-2012,1982.7,0.011607439
07-02-2012,2038.3,0.028042568
08-02-2012,2025.25,-0.006402394
09-02-2012,2039.25,0.006912727
10-02-2012,2034.55,-0.002304769
13-02-2012,2035.05,0.000245755
14-02-2012,2042.25,0.003537997
15-02-2012,2106.25,0.031337985
16-02-2012,2086.55,-0.009353116
17-02-2012,2086.35,-9.59E-05
21-02-2012,2088.1,0.000838785
22-02-2012,2083,-0.002442412
23-02-2012,2074.6,-0.004032645
24-02-2012,2079.55,0.002386002
27-02-2012,2065.75,-0.006636051
28-02-2012,2080.6,0.007188672
29-02-2012,2074.85,-0.002763626
01-03-2012,2087.4,0.00604863
02-03-2012,2084.4,-0.001437195
03-03-2012,2073.5,-0.005229323
05-03-2012,2075.25,0.000843984
06-03-2012,2080.05,0.002312974
07-03-2012,2083.4,0.001610538
09-03-2012,2084,0.000287991
12-03-2012,2082.9,-0.000527831
13-03-2012,2086.7,0.001824379
14-03-2012,2087.05,0.000167729
15-03-2012,2116.45,0.014086869
16-03-2012,2140.45,0.011339743
19-03-2012,2144.9,0.002079002
20-03-2012,2163.75,0.008788288
21-03-2012,2207.6,0.020265742
22-03-2012,2190.2,-0.007881863
23-03-2012,2171.75,-0.008423888
26-03-2012,2189.6,0.008219178
27-03-2012,2200.2,0.004841067
28-03-2012,2256.8,0.025724934
29-03-2012,2223.75,-0.01464463
30-03-2012,2316.55,0.04173131
02-04-2012,2277.6,-0.016813796
03-04-2012,2289.4,0.005180892
04-04-2012,2255,-0.015025771
09-04-2012,2210.75,-0.01962306
10-04-2012,2218.45,0.003482981
11-04-2012,2185.45,-0.014875251
12-04-2012,2172.85,-0.005765403
13-04-2012,2192.2,0.008905355
16-04-2012,2174.75,-0.00796004
17-04-2012,2210.2,0.016300724
18-04-2012,2251.9,0.018867071
19-04-2012,2214.75,-0.01649718
20-04-2012,2240.9,0.011807202
23-04-2012,2238.95,-0.000870186
24-04-2012,2211.65,-0.012193216
25-04-2012,2190.65,-0.009495173
26-04-2012,2179.9,-0.004907219
27-04-2012,2177.95,-0.000894536
28-04-2012,2179.9,0.000895337
30-04-2012,2144.05,-0.016445709
02-05-2012,2172.95,0.013479163
03-05-2012,2170.75,-0.001012449
04-05-2012,2137.3,-0.015409421
07-05-2012,2127.6,-0.004538436
08-05-2012,2100.3,-0.012831359
09-05-2012,2082.95,-0.008260725
10-05-2012,2054.35,-0.013730526
11-05-2012,2050.1,-0.002068781
14-05-2012,2056.35,0.003048632
15-05-2012,2028.8,-0.013397525
16-05-2012,2028.4,-0.000197161
17-05-2012,2063.95,0.017526129
18-05-2012,2049.65,-0.006928462
21-05-2012,2042.3,-0.003585978
22-05-2012,1990.15,-0.025534936
23-05-2012,1964.85,-0.01271261
24-05-2012,1981.35,0.008397588
25-05-2012,1995.05,0.006914478
28-05-2012,2004.8,0.004887096
29-05-2012,1988.05,-0.008354948
30-05-2012,2024.4,0.018284248
31-05-2012,2010,-0.007113219
01-06-2012,1973.5,-0.018159204
04-06-2012,1985.6,0.006131239
05-06-2012,2010,0.012288477
06-06-2012,1985.55,-0.012164179
07-06-2012,1990.15,0.002316738
08-06-2012,1988.8,-0.000678341
11-06-2012,1958.75,-0.015109614
12-06-2012,2033.65,0.038238673
13-06-2012,2048.3,0.007203796
14-06-2012,2019.7,-0.013962798
15-06-2012,2012.65,-0.003490617
18-06-2012,2000,-0.006285246
19-06-2012,2001,0.0005
20-06-2012,2033.7,0.016341829
21-06-2012,2022.35,-0.005580961
22-06-2012,2013.85,-0.004203031
25-06-2012,2016.7,0.0014152
26-06-2012,2017.3,0.000297516
27-06-2012,2003.25,-0.006964755
28-06-2012,2007.1,0.001921877
29-06-2012,2019.3,0.006078422
02-07-2012,2029.85,0.005224583
03-07-2012,2038.65,0.004335296
04-07-2012,2022.15,-0.008093591
05-07-2012,2019.3,-0.001409391
06-07-2012,2016.45,-0.00141138
09-07-2012,2015.7,-0.000371941
10-07-2012,2039.85,0.01198095
11-07-2012,2061.45,0.010589014
12-07-2012,2050.75,-0.005190521
13-07-2012,2040.65,-0.004925027
16-07-2012,2059.8,0.009384265
17-07-2012,2056.7,-0.001505
18-07-2012,2066.55,0.004789225
19-07-2012,2079.75,0.006387457
20-07-2012,2072.1,-0.003678327
23-07-2012,2073.85,0.000844554
24-07-2012,2110.85,0.017841213
25-07-2012,2150.05,0.018570718
26-07-2012,2150.75,0.000325574
27-07-2012,2130.6,-0.009368825
30-07-2012,2124.4,-0.002909978
31-07-2012,2109.95,-0.006801921
01-08-2012,2104.35,-0.002654091
02-08-2012,2123.95,0.00931404
03-08-2012,2111,-0.00609713
06-08-2012,2086.15,-0.011771672
07-08-2012,2100.2,0.006734894
08-08-2012,2087.85,-0.005880392
09-08-2012,2105.3,0.00835788
10-08-2012,2109.05,0.001781219
13-08-2012,2100.15,-0.004219909
14-08-2012,2100.25,4.76E-05
16-08-2012,2094.85,-0.002571122
17-08-2012,2089,-0.002792563
21-08-2012,2085.05,-0.001890857
22-08-2012,2089.1,0.001942399
23-08-2012,2115.1,0.012445551
24-08-2012,2093.75,-0.010094085
27-08-2012,2089.05,-0.002244776
28-08-2012,2085.65,-0.001627534
29-08-2012,2096.25,0.005082348
30-08-2012,2093.2,-0.001454979
31-08-2012,2099.95,0.003224728
03-09-2012,2099.1,-0.000404772
04-09-2012,2100.4,0.000619313
05-09-2012,2100.3,-4.76E-05
06-09-2012,2100,-0.000142837
07-09-2012,2099.85,-7.14E-05
08-09-2012,2115.25,0.007333857
10-09-2012,2190.75,0.03569318
11-09-2012,2224,0.015177451
12-09-2012,2175.1,-0.02198741
13-09-2012,2120.05,-0.025309181
14-09-2012,2091.4,-0.013513832
17-09-2012,2006.05,-0.040809984
18-09-2012,1999.35,-0.003339897
20-09-2012,1985.6,-0.006877235
21-09-2012,1972.95,-0.00637087
24-09-2012,1980.35,0.003750729
25-09-2012,1987.2,0.003458985
26-09-2012,1998.55,0.005711554
27-09-2012,1958.05,-0.020264692
28-09-2012,1981.05,0.01174638
01-10-2012,2003.15,0.0111557
03-10-2012,1980.3,-0.011407034
04-10-2012,1952.1,-0.014240267
05-10-2012,1943.05,-0.004636033
08-10-2012,1936.65,-0.003293791
09-10-2012,1951.1,0.007461338
10-10-2012,1962.4,0.005791605
11-10-2012,1968.95,0.00333775
12-10-2012,1969.7,0.000380914
15-10-2012,1977.6,0.004010763
16-10-2012,1991.9,0.007230987
17-10-2012,1994.7,0.001405693
18-10-2012,1991.5,-0.001604251
19-10-2012,1996.45,0.002485564
22-10-2012,2000,0.001778156
23-10-2012,1995.85,-0.002075
25-10-2012,2003.8,0.003983265
26-10-2012,1999.85,-0.001971255
29-10-2012,2004.4,0.002275171
30-10-2012,2005,0.000299341
31-10-2012,2005,0
01-11-2012,2005.05,2.49E-05
02-11-2012,1998.2,-0.003416374
05-11-2012,1998.95,0.000375338
06-11-2012,2001.45,0.001250657
07-11-2012,2000,-0.000724475
08-11-2012,2004.65,0.002325
09-11-2012,2005.5,0.000424014
12-11-2012,2010.9,0.002692595
13-11-2012,1999.05,-0.005892884
15-11-2012,1985.15,-0.006953303
16-11-2012,1997.2,0.00607007
19-11-2012,1996.2,-0.000500701
20-11-2012,1999.55,0.001678189
21-11-2012,2000.6,0.000525118
22-11-2012,2016.2,0.007797661
23-11-2012,2002.25,-0.006918956
26-11-2012,2049.8,0.023748283
27-11-2012,2050.2,0.000195141
29-11-2012,2055.95,0.002804604
30-11-2012,2050.1,-0.0028454
03-12-2012,2021.9,-0.013755427
04-12-2012,2041.35,0.009619665
05-12-2012,2050.95,0.00470277
06-12-2012,2050.95,0
07-12-2012,2050.05,-0.000438821
10-12-2012,2050.15,4.88E-05
11-12-2012,2050.35,9.76E-05
12-12-2012,2050.15,-9.75E-05
13-12-2012,2074.55,0.011901568
14-12-2012,2065.6,-0.004314189
17-12-2012,2069.8,0.002033308
18-12-2012,2069.95,7.25E-05
19-12-2012,2070.25,0.000144931
20-12-2012,2087.6,0.00838063
21-12-2012,2078.4,-0.004406975
24-12-2012,2082.25,0.001852386
26-12-2012,2085.7,0.001656862
27-12-2012,2113.25,0.013208995
28-12-2012,2119.25,0.002839229
31-12-2012,2168.05,0.023027014
01-01-2013,2145.7,-0.010308803
02-01-2013,2140.15,-0.002586568
03-01-2013,2144.05,0.001822302
04-01-2013,2160.05,0.007462513
07-01-2013,2181.6,0.009976621
08-01-2013,2186.6,0.002291896
09-01-2013,2190.05,0.001577792
10-01-2013,2190.25,9.13E-05
11-01-2013,2190.45,9.13E-05
14-01-2013,2188.95,-0.000684791
15-01-2013,2200.9,0.005459238
